question_id,exam_name,question_number,subject,source,subquestion_count,point_count,detected_points,model_points_length,status,notes,missing_specific_points,display_answer_coverage
598,July 2016,6,Civil Procedure,MEE Question Bank (my import),1,1,3,1916,PARTIAL_MODEL,Only later point detected; likely split/import issue. App will show full available model analysis for missing calls.,1,YES_FULL_FALLBACK
599,July 2017,6,Civil Procedure,MEE Question Bank (my import),4,1,2,4066,PARTIAL_MODEL,Only later point detected; likely split/import issue. App will show full available model analysis for missing calls.,"1,3,4",YES_FULL_FALLBACK
600,February 2018,5,Civil Procedure,MEE Question Bank (my import),2,1,1,2126,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,2,YES_FULL_FALLBACK
601,February 2019,4,Civil Procedure,MEE Question Bank (my import),1,1,1,1484,OK,,,YES_EXACT_POINTS
602,July 2019,6,Civil Procedure,MEE Question Bank (my import),1,1,1,1520,OK,,,YES_EXACT_POINTS
603,February 2020,3,Civil Procedure,MEE Question Bank (my import),2,1,1,1586,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,2,YES_FULL_FALLBACK
604,February 2021,3,Civil Procedure,MEE Question Bank (my import),1,1,1,1891,OK,,,YES_EXACT_POINTS
605,July 2021,6,Civil Procedure,MEE Question Bank (my import),2,2,"1,2",2103,OK,,,YES_EXACT_POINTS
606,July 2022,5,Civil Procedure,MEE Question Bank (my import),3,1,2,1673,PARTIAL_MODEL,Only later point detected; likely split/import issue. App will show full available model analysis for missing calls.,"1,3",YES_FULL_FALLBACK
607,February 2023,3,Civil Procedure,MEE Question Bank (my import),1,2,"1,1",2894,OK,,,YES_EXACT_POINTS
608,July 2023,4,Civil Procedure,MEE Question Bank (my import),3,1,1,1697,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,"2,3",YES_FULL_FALLBACK
609,July 2024,6,Civil Procedure,MEE Question Bank (my import),1,2,"1,3",2083,OK,,,YES_EXACT_POINTS
610,February 2025,4,Civil Procedure,MEE Question Bank (my import),1,1,1,1489,OK,,,YES_EXACT_POINTS
611,July 2008,2,Constitutional Law,MEE Question Bank (my import),3,1,1,1678,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,"2,3",YES_FULL_FALLBACK
612,July 2009,2,Constitutional Law,MEE Question Bank (my import),2,2,"1,2",2680,OK,,,YES_EXACT_POINTS
613,July 2010,4,Constitutional Law,MEE Question Bank (my import),3,3,"1,2,3",3545,OK,,,YES_EXACT_POINTS
614,July 2011,8,Constitutional Law,MEE Question Bank (my import),2,3,"1,2,2",4828,OK,,,YES_EXACT_POINTS
615,July 2012,3,Constitutional Law,MEE Question Bank (my import),3,3,"1,2,3",3491,OK,,,YES_EXACT_POINTS
616,February 2013,3,Constitutional Law,MEE Question Bank (my import),2,5,"1,2,1,3,1",3089,OK,,,YES_EXACT_POINTS
617,February 2014,1,Constitutional Law,MEE Question Bank (my import),2,2,"1,2",2822,OK,,,YES_EXACT_POINTS
618,February 2015,2,Constitutional Law,MEE Question Bank (my import),1,1,1,1961,OK,,,YES_EXACT_POINTS
619,February 2016,4,Constitutional Law,MEE Question Bank (my import),1,2,"1,3",3729,OK,,,YES_EXACT_POINTS
620,July 2017,2,Constitutional Law,MEE Question Bank (my import),3,2,"1,1",1478,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,"2,3",YES_FULL_FALLBACK
621,July 2018,1,Constitutional Law,MEE Question Bank (my import),1,2,"1,1",1807,OK,,,YES_EXACT_POINTS
622,July 2024,3,Constitutional Law,MEE Question Bank (my import),3,2,"1,3",1675,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,2,YES_FULL_FALLBACK
623,February 2025,2,Constitutional Law,MEE Question Bank (my import),4,1,1,1577,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,"2,3,4",YES_FULL_FALLBACK
624,July 2007,1,Contracts / Sales,MEE Question Bank (my import),1,4,"1,1,2,3",4918,OK,,,YES_EXACT_POINTS
625,July 2008,8,Contracts / Sales,MEE Question Bank (my import),2,5,"1,2,3,4,5",4853,OK,,,YES_EXACT_POINTS
626,July 2009,5,Contracts / Sales,MEE Question Bank (my import),1,3,"1,2,3",4558,OK,,,YES_EXACT_POINTS
627,July 2010,2,Contracts / Sales,MEE Question Bank (my import),2,5,"1,2,3,4,4",7389,OK,,,YES_EXACT_POINTS
628,February 2011,6,Contracts / Sales,MEE Question Bank (my import),3,4,"1,1,2,3",4035,OK,,,YES_EXACT_POINTS
629,February 2012,3,Contracts / Sales,MEE Question Bank (my import),1,3,"1,2,3",4158,OK,,,YES_EXACT_POINTS
630,February 2013,2,Contracts / Sales,MEE Question Bank (my import),3,6,"1,2,1,1,1,2",3824,OK,,3,YES_EXACT_POINTS
631,July 2013,7,Contracts / Sales,MEE Question Bank (my import),1,5,"1,2,3,4,5",8464,OK,,,YES_EXACT_POINTS
632,July 2014,2,Contracts / Sales,MEE Question Bank (my import),2,3,"1,2,3",5300,OK,,,YES_EXACT_POINTS
633,July 2015,3,Contracts / Sales,MEE Question Bank (my import),3,2,"2,3",3496,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,1,YES_FULL_FALLBACK
634,July 2016,5,Contracts / Sales,MEE Question Bank (my import),1,2,"1,1",2310,OK,,,YES_EXACT_POINTS
635,February 2017,1,Contracts / Sales,MEE Question Bank (my import),1,2,"1,2",1720,OK,,,YES_EXACT_POINTS
636,February 2018,3,Contracts / Sales,MEE Question Bank (my import),1,0,,0,STRUCTURED_FALLBACK,"No usable model_points, but issue/rule/fact fields can render structured model analysis.",1,YES_STRUCTURED_FALLBACK
637,July 2018,2,Contracts / Sales,MEE Question Bank (my import),2,1,2,1784,PARTIAL_MODEL,Only later point detected; likely split/import issue. App will show full available model analysis for missing calls.,1,YES_FULL_FALLBACK
638,July 2019,4,Contracts / Sales,MEE Question Bank (my import),1,1,1,2331,OK,,,YES_EXACT_POINTS
639,February 2020,1,Contracts / Sales,MEE Question Bank (my import),2,1,1,2029,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,2,YES_FULL_FALLBACK
640,February 2021,6,Contracts / Sales,MEE Question Bank (my import),1,1,1,2197,OK,,,YES_EXACT_POINTS
641,February 2022,6,Contracts / Sales,MEE Question Bank (my import),3,1,1,1804,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,"2,3",YES_FULL_FALLBACK
642,July 2022,2,Contracts / Sales,MEE Question Bank (my import),3,1,1,2166,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,"2,3",YES_FULL_FALLBACK
643,February 2024,2,Contracts / Sales,MEE Question Bank (my import),2,2,"1,1",1832,OK,,2,YES_EXACT_POINTS
644,July 2024,4,Contracts / Sales,MEE Question Bank (my import),3,0,,0,STRUCTURED_FALLBACK,"No usable model_points, but issue/rule/fact fields can render structured model analysis.","1,2,3",YES_STRUCTURED_FALLBACK
645,July 2007,5,Criminal Law & Procedure,MEE Question Bank (my import),1,3,"1,2,1",3002,OK,,,YES_EXACT_POINTS
646,February 2008,8,Criminal Law & Procedure,MEE Question Bank (my import),1,3,"1,2,3",3993,OK,,,YES_EXACT_POINTS
647,July 2009,7,Criminal Law & Procedure,MEE Question Bank (my import),3,3,"1,2,3",3586,OK,,,YES_EXACT_POINTS
648,July 2010,8,Criminal Law & Procedure,MEE Question Bank (my import),1,3,"1,2,3",3300,OK,,,YES_EXACT_POINTS
649,July 2011,2,Criminal Law & Procedure,MEE Question Bank (my import),4,5,"1,2,3,4,4",5209,OK,,,YES_EXACT_POINTS
650,July 2012,2,Criminal Law & Procedure,MEE Question Bank (my import),2,4,"1,1,1,2",5331,OK,,,YES_EXACT_POINTS
651,February 2014,5,Criminal Law & Procedure,MEE Question Bank (my import),3,3,"1,2,3",6257,OK,,,YES_EXACT_POINTS
652,July 2014,1,Criminal Law & Procedure,MEE Question Bank (my import),3,3,"1,2,3",4724,OK,,,YES_EXACT_POINTS
653,July 2015,5,Criminal Law & Procedure,MEE Question Bank (my import),3,3,"1,2,3",4602,OK,,,YES_EXACT_POINTS
654,February 2018,2,Criminal Law & Procedure,MEE Question Bank (my import),2,1,1,2173,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,2,YES_FULL_FALLBACK
655,February 2019,6,Criminal Law & Procedure,MEE Question Bank (my import),1,1,1,1116,OK,,,YES_EXACT_POINTS
656,July 2019,2,Criminal Law & Procedure,MEE Question Bank (my import),1,3,"2,3,3",2492,OK,,1,YES_EXACT_POINTS
657,July 2021,4,Criminal Law & Procedure,MEE Question Bank (my import),2,2,"1,1",3905,OK,,2,YES_EXACT_POINTS
658,February 2022,2,Criminal Law & Procedure,MEE Question Bank (my import),3,1,1,1582,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,"2,3",YES_FULL_FALLBACK
659,February 2023,2,Criminal Law & Procedure,MEE Question Bank (my import),2,1,1,1782,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,2,YES_FULL_FALLBACK
660,July 2023,6,Criminal Law & Procedure,MEE Question Bank (my import),4,1,2,1539,PARTIAL_MODEL,Only later point detected; likely split/import issue. App will show full available model analysis for missing calls.,"1,3,4",YES_FULL_FALLBACK
661,February 2024,5,Criminal Law & Procedure,MEE Question Bank (my import),4,2,"2,4",1667,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,"1,3",YES_FULL_FALLBACK
662,February 2008,4,Evidence,MEE Question Bank (my import),3,7,"1,1,1,1,1,2,3",5683,OK,,,YES_EXACT_POINTS
663,February 2009,2,Evidence,MEE Question Bank (my import),4,5,"1,2,2,3,4",5463,OK,,,YES_EXACT_POINTS
664,February 2010,7,Evidence,MEE Question Bank (my import),2,5,"1,2,3,4,4",5821,OK,,,YES_EXACT_POINTS
665,February 2011,2,Evidence,MEE Question Bank (my import),3,4,"1,2,3,4",5011,OK,,,YES_EXACT_POINTS
666,February 2012,1,Evidence,MEE Question Bank (my import),3,6,"1,2,3,3,3,4",6516,OK,,,YES_EXACT_POINTS
667,February 2013,7,Evidence,MEE Question Bank (my import),3,7,"1,1,2,3,3,3,3",6035,OK,,,YES_EXACT_POINTS
668,July 2013,4,Evidence,MEE Question Bank (my import),1,4,"1,2,3,4",7505,OK,,,YES_EXACT_POINTS
669,July 2014,5,Evidence,MEE Question Bank (my import),2,7,"1,1,1,1,1,2,2",7822,OK,,,YES_EXACT_POINTS
670,February 2016,2,Evidence,MEE Question Bank (my import),1,3,"1,2,3",3398,OK,,,YES_EXACT_POINTS
671,July 2016,2,Evidence,MEE Question Bank (my import),5,1,4,1856,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,"1,2,3,5",YES_FULL_FALLBACK
672,July 2017,5,Evidence,MEE Question Bank (my import),3,1,1,1884,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,"2,3",YES_FULL_FALLBACK
673,July 2018,5,Evidence,MEE Question Bank (my import),1,2,"3,4",1694,OK,,1,YES_EXACT_POINTS
